author,dates,likes,Comments
@pag034nandaaudiapratiwi9,2024-06-30T17:26:07Z,0,Acara kayak gini yang seharusnya di perbanyak di indonesia
@hafidama2560,2024-06-30T17:24:43Z,0,Mantab nih acara❤
@Bima_Sena,2024-06-30T17:24:18Z,0,Klo ada yang berani ngehujat g tau diri sih
@anniunn_,2024-06-30T17:20:16Z,1,Ini harusnya trending siiii❤❤❤ buat kasih melek jg ke anak bangsa tontonan yg berbobot dan memotivasi
@townhousedesign-yc1rn,2024-06-30T17:20:11Z,0,Takjub bgt selama perkenalan masyaallah😭
@murtirahayu1277,2024-06-30T17:18:25Z,18,Oh ini metode pembuat soal adalah ronde 1 fokus ketelitian jd kalo gagal tandanya dia lambat nemu pola. Jadi ronde 2 soalnya diperjelas dg model pola. Kalo itu gagal maka ronde 3 dikasih soal yg memang harus ngitung satu per satu tanpa pola. Kok kayaknya gitu ya😅
@anast9301,2024-06-30T17:18:21Z,0,Seru bangettt aaaaa
@indahdwipratiwi4623,2024-06-30T17:15:05Z,4,"Aku yg masih punya anak 1 umur 3 tahun seneng bgt nonton acara ini, Bismillah anakku bisa seperti mereka kelak! Aamiin!❤ sukses terys untuk acara ini! harus trending ini!"
@Lilipearlpage,2024-06-30T17:11:12Z,0,Weeeehhhh seruu pollll ❤❤❤❤
@nightcorenesia8927,2024-06-30T17:10:58Z,0,Suka banget lihat acara kaya gini
@Hanifahmundariyati23,2024-06-30T17:09:43Z,0,"Semua pada pinter, masyallah aku yang cuma nonton cuma bisa kagum dan degdeg kan sendiri"
@jeongjungoh,2024-06-30T17:09:23Z,0,Do you guys have a plan to make English subtitles? T.T
@rizarosmaladewi5423,2024-06-30T17:09:07Z,0,parah keren bgt
@dwianandaputriii3339,2024-06-30T17:09:00Z,0,"OH GINI WAJAH"" ORG PINTER 😭"
@rizarosmaladewi5423,2024-06-30T17:08:55Z,0,keren banget si
@AndhikaStorm1192,2024-06-30T17:08:24Z,0,"Request kakaa , BONUS ROUND UNTUK PARA ORANG YANG TERELIMINASI!!!!!!!"
@itsme_kevin456,2024-06-30T17:05:41Z,1,"Cuman berpendapat aja sih. Kenapa harus plek ketiplek sama university war ya, maksudnya mulai dari seragam sama set up panggungnya. Kenapa kok gak pake almamater kampus sendiri aja, kesannya kayak ngeplagiat banget + gak bangga sama univ di Indo. Mungkin kalo tema atau tantanganya yang sama ok lah. Tapi gak harus sampe seragamnya ala seragam korea juga:) just my opini"
@0nly_xyzaa951,2024-06-30T17:04:02Z,0,Tolong bikin subtitle bahasa Inggris biar negara lain bisa nonton
@gabresgabres6668,2024-06-30T17:02:14Z,0,Alien semua ni orang...
@efremmaldino6155,2024-06-30T17:01:48Z,0,Sumph ini krenn bgttt
@ho7079,2024-06-30T17:01:07Z,0,Ternyata ugm cuman segtu aja
@ayundakhairunisa,2024-06-30T17:00:30Z,0,durasi 1jm pun aku tonton woiilaa
@lalanadila2212,2024-06-30T17:00:29Z,0,Kerasa bgt ramahnya kalo orang indonesia dah lolos langsung pada ngobrol. Kalo yang Korea kmrn pada diem malu malu. Kalo kitamah langsung akrab ahahaha. Gaperudi kampus mana
@Ywl0128,2024-06-30T17:00:22Z,0,Kerennnn Indonesia hrus banyakin program bgini bukn malah goyang viral
@ayundakhairunisa,2024-06-30T17:00:22Z,0,durasi 1jm pun aku tonton woiilaa
@fajarseptyanto9889,2024-06-30T16:59:56Z,0,njiir cerdas cermat kelas nasional
@nnoop7472,2024-06-30T16:59:53Z,0,Takjub banget  banget sama mereka semua jadi ga sabar nonton ep 2 ❤
@BudiSantoso-zi7uk,2024-06-30T16:58:55Z,0,Kaya gini semoga tayang ditv
@silmiafifah-bt5zp,2024-06-30T16:57:18Z,74,"kalo liat orang pinter pinter gini tu berasa pengen jadi salah satu dari mereka, because emang sekeren itu🥺🥺"
@vins3028,2024-06-30T16:57:07Z,0,Kayak variety show korea Devil's Plan Netflix 😅
@dzikri9924,2024-06-30T16:55:29Z,0,"38:52 Aku juga dari awal liat kalian udah merinding ka, dan otomatis ikut seneng juga sedih ketika ada yg berhasil dan gagal. sumpah, kalian itu hebat hebat semua. anak emas bangsa."
@melvinvgunawan,2024-06-30T16:53:44Z,0,"gue nyoba ngerjain yg soal terakhir, gue masih bingung sama polanya. mungkin ada yg bisa bantu jawab?"
@selinnadian1569,2024-06-30T16:52:29Z,0,"orang"" pinter banget yaaa😭, pengennnn😭"
@saskhia6634,2024-06-30T16:49:55Z,0,The real otak encerrr😭😍
@rishadianti4635,2024-06-30T16:49:06Z,0,Pinter gini makannya apa ya🥹🫶🏻
@Aliarh717,2024-06-30T16:49:02Z,0,Mereka yg ngerjain soall ...aku yang deg deg an
@user-gi4tm7nn1i,2024-06-30T16:45:59Z,0,bener satupun gak ada yg dri swasta ya ? 😅
@thata_luvyu,2024-06-30T16:43:46Z,0,"tbh, akuu ga paham samsekk 😭😭😭😭🙏🏻"
@JayantakaCokky,2024-06-30T16:43:29Z,0,Gokil
@mommy4745,2024-06-30T16:43:03Z,1,"Seneng ih lihat yg pinter².
Semoga anak²ku juga bisa pinter² sperti mereka. Aamiin"
@edricojonathan346,2024-06-30T16:41:09Z,0,Seru parahh
@user-nd2mk2mk2k,2024-06-30T16:40:26Z,0,Keren bgtttttttttttt
@pollux9944,2024-06-30T16:40:08Z,0,Shakira smaa maxwell sih jagoan gw
@elfarokhmatinnisa5206,2024-06-30T16:39:24Z,0,soal pertama klo aku udh pingsan sih 😂 wkwkwk
@wennie4262,2024-06-30T16:39:22Z,1,Banyakin konten gini sih supaya lebih excited untuk belajar😅
@apriansyahapri885,2024-06-30T16:39:15Z,2,Suka banget sama acara beginian. Bukti kalo di Indonesia masih banyak anak2 cerdas regenerasi yg bakal membangun Indonesia lebih baik🔥
@vinaja01,2024-06-30T16:38:19Z,961,"Aku malah kepikiran, betapa pinternya yg buat soal"" disini😭"
@avinarmani5250,2024-06-30T16:37:47Z,0,Soalnya gampangan tp ga maju²😅😂
@rumahkreatif548,2024-06-30T16:37:08Z,1,"Olive ga masuk, tapi part 2 dia ada yahh"
@nindysekarasri3742,2024-06-30T16:36:38Z,0,"Enak banget liat orang pinter, kalau aku mungkin udah nangis darah😅😅.

Sukses semuanya❤"
@ikayuliana5036,2024-06-30T16:36:37Z,0,Indonesia bangkitt
@azhalaongmanee6869,2024-06-30T16:36:13Z,0,Its okey yang tereliminasi. Kalian yang terbaik juga weee❤
@ikayuliana5036,2024-06-30T16:36:12Z,0,Indonesia bangkitt
@ikayuliana5036,2024-06-30T16:35:25Z,0,Ayo berlomba ikuttt
@ikayuliana5036,2024-06-30T16:34:52Z,0,Jangan ada yg bully...kompetisi sehat...kereeennn..
@dreamyRenjun,2024-06-30T16:34:37Z,0,Seru bgtttt!!!!
@ViviWulandari-nh4pm,2024-06-30T16:34:29Z,0,"Ga berasaaa nonton udah abis aja, 40menit kok kaya 5 menit yaa😭"
@ikayuliana5036,2024-06-30T16:34:20Z,0,Keren bgt acaranya kerennn
@khalidazia1347,2024-06-30T16:34:07Z,0,Semoga anak2 ku nanti cerdas seperti kakak2 ini🤲
@dinakhairunnisa3865,2024-06-30T16:32:24Z,0,KEREN BANGEEETTT🔥🔥
@dewinazilah5815,2024-06-30T16:32:08Z,0,Ihhhh acara nya seruuuuuuuu
@nurulfadillah7878,2024-06-30T16:31:56Z,0,semangat semuanya kalian udh berusaha semaksimal mungkin apapun yg terjadi ❤
@dieniahhaqqoniah1264,2024-06-30T16:30:44Z,0,Ya Allah baguus masyaallah
@AmeliaAgustina-qz3bl,2024-06-30T16:30:21Z,0,Harus trending!!!
@lusiadivaayuningtyas7943,2024-06-30T16:29:46Z,3682,"Yg kyk gini yg harusnya viral, bukan yg joget² doang, biar anak² tontonannya berkualitas dan jadi pinter"
@mandenyakhafa9569,2024-06-30T16:28:56Z,0,"Rasanya pingin ngulang masa Kuliah lagi, dan ikutan ini pada saat itu, sayangnya belum ada dan  bingung prestasinya apa..heeeee
Yang pasti kalian kereen..semangat champion🎉"
@akra2048,2024-06-30T16:27:38Z,53,"Iya anjay caranya shakira bener bgt, kalo ada angka banyak bgt gt langsung kelompokan aja. Jadi itu pasti angka 1 digit kan, urutin 1 ada berapa banyak, angka 2 ada berapa banyak. Terakhir tinggal dikali terus dijumlah. Meminimalisir kesalahan"
@mozzahariawan,2024-06-30T16:27:37Z,0,"Dear Ibnu, as an IR fellas, YOU DID GREAT!!!🎉"
@deanijati7545,2024-06-30T16:26:04Z,0,Pnj kagak ada😂
@mujozsimura3748,2024-06-30T16:21:43Z,0,Indonesia banyak orang pinter... tp yg jujur jarang... semoga mereka sukses dan gag tergiur duniawi
@kyyaulia3674,2024-06-30T16:21:05Z,0,SERU BGTTT NONTON ORG PINTERRR
@user-xb8ng2eu9u,2024-06-30T16:20:56Z,0,"Nantang diri sendiri untuk ikutan babak kedua dan bisa nyelesaian dalam waktu 9,23 menit cuma 10menit kurang kebanggan diri sendiri ternyata otakku masih bisa dipake walaupun udh 30tahun 😂😂😂"
@chococheeseeeee,2024-06-30T16:20:33Z,0,seru bgt nntn sambil ikutan nyelesaiin soalnyaa
@chandrawijaya7167,2024-06-30T16:19:26Z,1,see acara yg punya nilai pendidikan jg bs disajikan dengan menarik. semoga makin bnyak acara bgni...
@takkoyyaki1391,2024-06-30T16:19:22Z,1,kenapa ni acara muncul pas aku lagi skripsian wkwk. coba pas dulu aku deket² sbmptn😭
@afphroodite,2024-06-30T16:18:35Z,0,"sumpah pas announce ada peserta baru, aku langsung merinding banget apalagi pas ada logo OXFORD 😭😭😭😭"
@alifiadyahayu424,2024-06-30T16:18:09Z,0,Lucu bgt Maxwell medok suroboyo
@JKphile,2024-06-30T16:18:05Z,0,hanif manaaa
@Shaqueena5,2024-06-30T16:17:35Z,0,SERUUU BGTTTT🔥🔥🔥
@akra2048,2024-06-30T16:14:42Z,0,Yahh g nonton premiere soalnya lagi jalan2😢
@nandatallo,2024-06-30T16:14:34Z,0,Ayok ajak anak dna pelajar pelajar indo nonton acara berbobot begini!!! Harus viral please biar pada termotivasi 🎉
@thandajoonie3234,2024-06-30T16:13:39Z,0,Wowwww keren bgt nih acara 👍👍👍👍👍
@eugenianidya,2024-06-30T16:13:27Z,1,Aku nyoba 2 kali 😢😢😢 nngs banget 40 mnt salahhh mulu...KERENN KAKAK² NYA
@rancakr1186,2024-06-30T16:12:38Z,0,"Tenang ka, ga lolos juga kalian tuh udah keren bngt2. Gausah takut di hujat ya ❤❤ bangga dengan kalian semua 🔥🔥"
@sdzalika,2024-06-30T16:12:37Z,0,MAKAN APA KALIAANNNNN T_____T
@tiaradewinura,2024-06-30T16:09:27Z,0,Bedanya yg dr korea. Gak ada gimmick2 intimidasi kan wkwk
@faishalbahir5100,2024-06-30T16:08:45Z,1,"Absen,anak basezame yg liat"
@sulaimannurhidayat2662,2024-06-30T16:08:12Z,0,Mending aku yg ikutan aku ranking1 di cirebon
@debyfatmahwati8464,2024-06-30T16:07:56Z,0,"kalian semua hebatttttt, semangattttt✨🫶🏻"
@ciakren,2024-06-30T16:07:33Z,0,PARAH SIH SERU BET
@lindanarrita6022,2024-06-30T16:07:18Z,0,"Suka banget liat orang pinter""ginii kobisaa😭"
@iininayah7306,2024-06-30T16:07:16Z,0,Kereennnnn 😢❤ luar biasa❤
@jaeminnisa,2024-06-30T16:07:15Z,0,SUKAAAAA ❤
@ptrs9,2024-06-30T16:06:50Z,0,Maaaaakkkk melongo dong gue pas pada perkenalan 😩😩😩
@mwslmn_837,2024-06-30T16:06:34Z,0,bs download soalnya ga? pgn coba jugaa buat ngitunggg. kek seruuuuu
@carameldelachiato,2024-06-30T16:05:51Z,0,ke sini grgr mutualku di twt pada bahas ini
@chikapuspita4731,2024-06-30T16:05:19Z,0,seru banget🔥🔥🔥🔥
@chintyakadekchannel3354,2024-06-30T16:05:14Z,1,MAXEL semangat ya calon mantu tante 😂😂😂
@meisaatavia973,2024-06-30T16:04:27Z,0,"Kerennnnnnn! Banyakin acara seperti iniii, seru dan mendidikk🎉🎉🎉"
@riots.21,2024-06-30T16:04:24Z,0,Keren cuy
@Simpeony,2024-06-30T16:04:11Z,0,yg kaya gini please viral
@anugrahgustiramadan9089,2024-06-30T16:03:40Z,0,bestt event ❤
@RIZALPRATAMA-u9x,2024-06-30T16:03:12Z,0,Ruang guru kenapa kak Vani gak ikut yang dri unair
@user-yk1do5mc4f,2024-06-30T16:02:41Z,0,Yang kayak gini nih wajib trending
@unkown_aftn9642,2024-06-30T16:02:31Z,1,"21:46 kasian banget, udh di jelasin panjang lebar malah dicepetin😭"
@sabrinaagustiani9105,2024-06-30T16:02:24Z,1,"SERU BANGET WOY NONTONNYA, TAPI KL GUE YG DISITU TREMOR SI PASTI"
@asrinisakinah,2024-06-30T16:02:06Z,7,Mudah2an anak saya pinter2 kyk anak anak ini Ya Allah. Do'a emak emak yang berharap anaknya lbh cerdas drpd emaknya. Bisa sekolah setinggi mungkin jgn kyk emaknya Aamiin 🙏🏻
@nabasyayan,2024-06-30T16:01:03Z,0,Please undang ibnu sina batam
@imv6332,2024-06-30T16:00:17Z,1,"Tontonan yang sangat keren di musim liburan ini.... 

Tolong perbanyak acara seperti ini"
@itsbieberthing,2024-06-30T16:00:00Z,0,"Orang pinter segini banyak, ga ada yg temen aku 😅"
@s.rahmaa,2024-06-30T15:59:24Z,2,bukannya cari jalan keluar gue malah nyari pintu keluar
@mhlr_547,2024-06-30T15:58:49Z,1,Merinding pas mereka nyebutin prestasinya😭. So proud to see them ❤
@linamarlianah2685,2024-06-30T15:58:30Z,0,Generasi hebat penerus bangsa
@nadivamaharani0306,2024-06-30T15:57:36Z,0,Seruuuuuuuuuu
@OrangeSoda-cf1uc,2024-06-30T15:57:35Z,0,kok pinter2 aku insecure 😂😂😂
@AgussalimCide,2024-06-30T15:57:08Z,0,"""Don't Worry Aku bisa berprestasi di bidang yang lain"" (Peserta dari UNHAS) 🔥"
@listyalfiyyah1399,2024-06-30T15:55:32Z,5,KEREN BANGET!!! HARUS TRENDING
@alizainalabidin_ximipa1453,2024-06-30T15:54:38Z,0,AK DUKUNG KAK LYCAA SOALNYA LUCU WKWKW
@amarrryyylll,2024-06-30T15:54:08Z,0,"nangis, keren bangetttt 😭😭❕❕👏👏"
@tyok1495,2024-06-30T15:53:52Z,0,Dari sini terbukti bahwa saya guwoblooook wkkwwkkwk
@yunadia-g8i,2024-06-30T15:53:40Z,0,dari awal salfok sm agas ekstrovert parah😭
@fabitri1000,2024-06-30T15:51:46Z,0,"Bejir sekeren itu mereka, baru perkenalan aja keliatan pinter bgt🤩🤩🤩"
@sahrilnurrahman1968,2024-06-30T15:51:33Z,0,menyalaaaa🔥🔥🔥🔥
@finarsihtabo-zg4ce,2024-06-30T15:51:00Z,0,Ini wajib tranding 😮
@user-rv3in8gb1r,2024-06-30T15:50:54Z,0,Terinspirasi university war kah?
@alfaidzynsigit7548,2024-06-30T15:50:53Z,0,Apalah daya otak gw yg ngitung Ampe 10jari kaki 10 jari tangan ikut kerja sama ..😂😂😂
@premitaanindya,2024-06-30T15:50:36Z,0,Ketika ada yg ke eliminasi aku nangis aslii
@pritytari,2024-06-30T15:49:52Z,0,Terima kasih ruang guru ❤❤❤❤❤
@clarissaaulia134,2024-06-30T15:49:30Z,0,"Plis yang lulus ugm, itb sama ui paling banyak bjir"
@ayupermadi14,2024-06-30T15:49:30Z,1,KEREN KEREN KEREN INI ACARA HARUS VIRAL SI TOLONG
@rifkymuhammad4536,2024-06-30T15:49:27Z,1,SERU!! LANJUTKAN
@moh.rizalfauzy8274,2024-06-30T15:47:48Z,0,KEREN KEREN BGT. 🤩🤩
@akunakun3145,2024-06-30T15:47:34Z,0,2 anak yg SMP mestinya ikut mesya dan DEVON
@rezaendraalexputra8733,2024-06-30T15:47:27Z,0,Keren banget
@wigaananda,2024-06-30T15:46:45Z,0,"Ya Allah, selama kuliah dlu aku gk bisa berprestasi seperti mereka. Semoga anak anaku besok bisa berprestasi seperti mahasiswa"" hebat ini🤲🏻"
@sopuwacantik,2024-06-30T15:46:21Z,1,i expect a lot tpi jangan copas UNIVERSITI WAR PLSSS
@purebloodprincess6841,2024-06-30T15:45:42Z,0,Add English subtitles plzzzz 😩😩😩
@rahmawatiramadani6855,2024-06-30T15:45:30Z,1,Pleasee acara kek gini wajib viral dan trending 🔥
@ekatuwongkesong9759,2024-06-30T15:45:30Z,0,Tolong lebih banyakin cara penyelesaian soalny  😢🙏
@nindyarahmaputri6073,2024-06-30T15:44:01Z,1,"Itu yesaya yang teknik sipil dari UI yang tantangan pertama sok iye banget jawabannya 'sebenarnya karna udah lama ga ngitung aja ya,biasanya kan ngitung pake kalkulator atau engga excel,terus sekarang ngitung 600 angka.. engga biasa aja'

Kakanya,kalo pinter mah ya pinter aja mau lama ga berhitung juga pasti tetep bisaa.. orang pinter mah kalkulatornya nempel di otak"
@Chillverse165,2024-06-30T15:43:22Z,0,Jurusan matematika aja lulus babak ke 3😂
@S.tarisya,2024-06-30T15:43:13Z,0,"HALO MIN KENALIN AKU TARISYA DARI UNIV SWASTA (ACCOUNTING IPK 3.88) kemarin aku mau ikut ini Uda isi form dan lain""tapi aku Uda insecure sendiri, karna yang ikut dari univ""terkenal dan top di Indonesia, sedangkan aku dari univ swasta yang belum banyak orang tahu, aku mau tanya apa boleh ya swasta juga ikut di acara ini. 😢❤  pingin banget ikut, min boleh ga besok buatin kaya gini juga untuk swasta, jadi yang daftar
 Full swasta, aku juga punya prestasi ko walaupun dari univ swasta yang dikabupaten Jawa timur"
@whiskeyyss,2024-06-30T15:42:50Z,0,senyun2 krna barusan punya tontonan slain show luar yg keren parah dan aku ngk prlu liht subtittle 😂😅 dibyakin dong indo acara berkuallitas gini tnpa ordal
@JENNIFERNATASHA_,2024-06-30T15:42:48Z,0,Bolehlah dibuatin versi swasta jugaa
@amelialia1298,2024-06-30T15:42:29Z,0,keren bngt😭
@eigenvector24,2024-06-30T15:40:35Z,0,KEREEEN Meski konsep sama kayak University War Korea tapi tetep aja sukaaaa ❤
@SairaTariq-ty5yo,2024-06-30T15:40:00Z,0,Eng sub for global viewers
@SairaTariq-ty5yo,2024-06-30T15:39:42Z,2,Please provide eng sub
@loissaphira496,2024-06-30T15:38:38Z,2,Mereka yang ngitung guenya yang udah pusing duluan
@PagarPakeAlam,2024-06-30T15:38:37Z,3,14:40 Maxwell kamu terlalu relate dengan kita-kita 😭😭😭
@pitasari9427,2024-06-30T15:37:36Z,3,"Suka banget sama tayangan berkwalitas ini, dan g banyak drama, sukses terus ruang guru dan peserta"
@indahfajarwati7814,2024-06-30T15:37:23Z,2,"Guys yang tereliminasi jangan sedih, karena lebih menyedihkan melihat prestasiku😢"
@gendieswulandabekti8806,2024-06-30T15:37:17Z,464,"Menurut pendapat ku harusnya diadakan acara seperti ini di setiap tahun ajaran baru. Tujuan nya agar siswa/i di Indonesia mempunyai acuan dalam hal belajar. Semoga di tahun-tahun berikutnya ada acara mengedukasi seperti ini.

Thank you Ruangguru 🤍"
@sarahhlope,2024-06-30T15:36:27Z,3,SEDIH BANGETT SAMA YANG DI ELIMINASI TT
@melaninuroktadianti5299,2024-06-30T15:36:21Z,1,PD MAKAN APAYAK
@FarahUtami-oe8vp,2024-06-30T15:36:19Z,5,Gak semeneganggakn university war karena emng ya basicnya anak Indonesia orangnya ramah friendly jadi gak kaku sama yg lain juga langsung klopp
@fafmjie,2024-06-30T15:36:14Z,1,shakira dan alfie keren sekali ❤❤❤
@gitnafofficial9806,2024-06-30T15:36:13Z,0,"Mirippp bgttt dengan series Korea soal pendidikan begini
Kerennnnn❤❤❤"
@sasakosongtiga,2024-06-30T15:34:26Z,0,brian positiveeeee bgt orangnyaaaaaa 🥹🥹🥹🥹🥹
@AkunAriesto1,2024-06-30T15:34:04Z,0,"Calon Indonesia emas , yok pemerintahan di awasi"
@muhammadmujib5238,2024-06-30T15:33:39Z,0,"Indonesia ga kekurangan orang pinter, semoga mereka bisa memperbaiki bangsa ini lebih baik ke depan ❤"
@ainovanurpatwa4285,2024-06-30T15:31:52Z,0,"Nontonnya sambil cengo... ""Woahhh woaahh""😮😮😮😮 lebih deg2an dr University war"
@fausiahrm,2024-06-30T15:31:34Z,0,Kalian ikut clash on champions aja udah keren banget woyy😭😭
@yantotaha1153,2024-06-30T15:30:33Z,0,Seperti acara show yang di korea ini😂
@tasyanurulafifah7486,2024-06-30T15:30:31Z,0,pesona orang pintar
@muhammadrayhanalif2654,2024-06-30T15:30:06Z,0,nyomanuk
@user-zj6zn6cf6t,2024-06-30T15:29:42Z,0,KEREN BANGET Acaranya 🔥🔥🔥
@mercywoodchannel01,2024-06-30T15:28:50Z,0,Suka deh acara yg beginian tu
@barulagi5900,2024-06-30T15:28:32Z,0,acara kayak gini harus banget ada di stasiun televisi ya ga sih🙌
@inazumaboy8327,2024-06-30T15:28:31Z,1,"tetap semangat ibnu, gpp yang penting udah mewakili ayam merah dari timur 🔥"
@nezlaanisa2721,2024-06-30T15:27:55Z,0,"Nihhh acaraa sumpaaah KEREEEEN BAAAANGEEET.. indonesia harus banyakin acara kaya gini, daaan rutiin wooyy"
@primakristiantika5753,2024-06-30T15:27:44Z,0,Iklannya banyak bangett
@dkhanza,2024-06-30T15:27:26Z,0,Harusnya tayang di tipi ga sih?
@doyoungiez,2024-06-30T15:26:57Z,0,NOPALLL GO GO‼️‼️
@mailanisukma1195,2024-06-30T15:26:57Z,0,university war sub indo nonton dimana please
@sitimelani1482,2024-06-30T15:26:13Z,0,Kalian harus semangat... Peserta & crew'y... Semangat selalu...
@nurisaputri3166,2024-06-30T15:25:28Z,0,Mirip yang di korea
@anugrahalimzulfikar984,2024-06-30T15:24:51Z,0,yesaya kurang-kurangi nonton classroom of the elit 😂
@ebbymuharayani845,2024-06-30T15:24:45Z,0,"Saran buat ruang guru : ke depannya boleh dong tampilin screen soal ke penonton biar ikutan lomba dr rumah, seru tau"
@muhammadnurrois9006,2024-06-30T15:24:17Z,0,"banyakin acara kegini plissss, bikin termotivasi loh"
@annisafitria585,2024-06-30T15:24:15Z,0,35:32 lycaa siapa yang mau hujat.. kalian semua aja udah ada di acara ini udah pada hebat2 🥰😍
@rafiiiiiiiyyyyy,2024-06-30T15:23:12Z,1,Datang ke sini karena tiktok dan seru banget. Lama tidak ada tayangan berkualitas seperti ini🎉
@sitimelani1482,2024-06-30T15:22:34Z,0,Ayo dukung trus acara nh.... Buat semangat anak negri sendiri...
@zuwiedarkszone8072,2024-06-30T15:21:57Z,0,Mirip university war ya
@marthaida9977,2024-06-30T15:21:43Z,0,"Thanks, berguna bgt ngisi space kosong before kuliah👍"
@muafa1499,2024-06-30T15:21:32Z,11,ACARA KAYAK GINI GW YAKIN BAKAL JADI MOTIVASI BAGI BANYAK ORANG DAN TERUTAMA PARA MAHASISWA SEPERTI SAYA. LUAR BIASA MANTAB RUANG GURU
@imammulhaq23,2024-06-30T15:21:00Z,0,penonton dikasih soalnya juga dong
@sekargemilang,2024-06-30T15:19:50Z,0,"Keren, merinding terus dari awal sampe selesaii"
@bilqiscamila6285,2024-06-30T15:19:24Z,0,KEREN BGTT NIHH ACARA SEPERTI INIII! MEMOTIVASI BANYAK PELAJAR DI INDONESIA👍👍👍
@cokelatmatcha4077,2024-06-30T15:19:12Z,0,kereennnn bgttt
@raditacandr,2024-06-30T15:19:10Z,0,"Nah gini dongg acaranya, ikut deg deg an nontonnya. Semangat ruang guruuuu"
@liiacho5878,2024-06-30T15:18:52Z,0,"KERENNN BANGETT SEMUANYAAA, buat yg ke eliminasi tahap awal enggak apa2 yaa kalian semua tetep keren dan pinter2 smua... Suksesss selalu"
@ilmichannel8092,2024-06-30T15:18:42Z,0,Pengen ditampilin waktu pengerjaannya min
@Naysila-yw2cl,2024-06-30T15:17:06Z,0,"Ibu bapa mereka seeeeee bahagia apa ya punya anak ke mereka, kaya woy lah aku bisa ga seh kaya mereka"
@sukmadewi5688,2024-06-30T15:17:04Z,0,ep 2 kapan ini
@mariambindi4859,2024-06-30T15:16:53Z,0,Pesertanya kuliahnya ud selesai semua kah?
@arl3nhere,2024-06-30T15:16:41Z,37,"kak , aku ada saran tambahin versi anak soshum biar orang gak merasa anak ipa is better than soshum . selain itu juga oengen denger mahasiswa yapping soal keadaan negara like ekonomi , politik , dll. ditunggu :D

nt : lebih ke pertanyaan/soal nya sih , soalnya pertanyaannya lebih ke IPA , matematika , atau logika . ya jadi kyk percuma aja kalau anak soshum nggak diberi kesempatan untuk yapping dari jurusannya . gitu sih menurutku .

tapi overall ini udah bagus banget , seru , ama mendidik juga"
